Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
35,106,478.91,483.98,0.67115,0.68427,7.95877,7.90918,2.58775,0.40225,21,173
36,106,491.97,497.16,0.67192,0.68479,8.04308,7.99628,2.48286,0.41622,21,174
37,106,505.13,510.31,0.67684,0.68431,7.7374,8.08632,1.44142,0.40983,21,173
38,106,518.29,523.36,0.67283,0.68665,7.95096,7.88751,2.72515,0.4015,21,177
39,106,531.36,536.58,0.67454,0.68681,8.04894,8.00925,2.34863,0.41911,21,177
40,106,544.54,549.73,0.67872,0.68706,7.73851,8.07963,1.6068,0.41048,21,177
41,106,557.72,562.83,0.67626,0.68746,7.93049,7.90202,2.1923,0.40452,21,178
42,106,570.82,576.05,0.67586,0.68894,8.0348,7.98656,2.50243,0.41895,21,180
43,106,584.02,589.25,0.68279,0.68792,7.72886,8.10937,0.98158,0.41417,21,178
44,106,597.24,602.35,0.67784,0.6899,7.93152,7.89442,2.36005,0.40435,21,181
45,106,610.34,615.56,0.67854,0.69023,8.03229,7.99582,2.23727,0.41833,21,182
46,106,623.55,628.78,0.68332,0.68976,7.73289,8.08803,1.23245,0.41371,21,181
47,106,636.77,641.92,0.68247,0.69068,7.65274,7.99266,1.59414,0.40286,21,182
48,106,649.89,655.04,0.68461,0.69076,7.63536,7.99902,1.1944,0.40258,21,182
49,106,663.02,668.17,0.68129,0.6923,7.93656,7.9064,2.13873,0.40795,21,185
50,106,676.16,681.42,0.67521,0.68568,8.08586,8.06178,1.98734,0.42468,21,175
51,106,689.39,694.58,0.67474,0.6866,8.01787,7.98155,2.28593,0.41518,21,176
52,106,702.55,707.74,0.67477,0.68731,8.04108,7.99972,2.41728,0.41625,21,177
53,106,715.74,720.93,0.67574,0.68789,8.02422,7.97718,2.34218,0.41523,21,178
54,106,728.93,734.15,0.67645,0.68892,8.05324,8.00556,2.38651,0.41913,21,180
55,106,742.14,747.37,0.67701,0.68846,8.0276,7.98876,2.19012,0.41882,21,179
56,106,755.34,760.57,0.68177,0.68878,7.74994,8.0949,1.34072,0.41434,21,180
57,106,768.56,773.71,0.67769,0.69092,7.95588,7.89964,2.56965,0.40827,21,183
58,106,781.68,786.91,0.6844,0.6893,7.7292,8.08681,0.93513,0.41358,21,180
59,106,794.9,800.05,0.67922,0.6916,7.95071,7.90166,2.40387,0.40819,21,184
60,106,808.04,813.3,0.67908,0.69216,8.05686,8.00123,2.48422,0.42232,21,185
61,106,821.28,826.54,0.68103,0.69227,8.03097,7.99466,2.13412,0.42147,21,185
62,106,834.51,839.78,0.6815,0.69348,8.03176,7.99147,2.27534,0.42221,21,186
63,106,847.76,853.02,0.68102,0.69401,8.04792,8.00129,2.46607,0.42209,21,187
64,106,900.67,905.9,0.67898,0.69056,8.02734,7.98333,2.21413,0.41867,21,182
65,106,913.88,919.11,0.67973,0.69143,8.03415,7.99969,2.23885,0.41928,21,183
66,106,927.11,932.33,0.67949,0.69222,8.03852,7.99257,2.43704,0.41841,21,185
67,106,940.33,945.59,0.67991,0.69241,8.044,7.99346,2.37331,0.42178,21,185
68,106,953.56,958.83,0.68441,0.68913,7.74037,8.11279,0.89601,0.41773,21,180
69,106,966.81,971.95,0.67973,0.6918,7.93834,7.89448,2.346,0.4069,21,184
70,106,979.93,985.2,0.68437,0.69113,7.74242,8.0891,1.28307,0.41716,21,183
71,106,993.17,998.31,0.68036,0.69311,7.94476,7.89139,2.47739,0.40698,21,186
72,106,1006.31,1011.57,0.68142,0.69344,8.03663,7.99576,2.28292,0.42165,21,186
73,106,1019.56,1024.83,0.68168,0.6934,8.03603,7.9942,2.22429,0.42239,21,186
74,106,1032.82,1038.09,0.68524,0.69329,7.79022,8.08457,1.52834,0.4183,21,186
75,106,1046.09,1051.28,0.68356,0.69447,7.94668,7.92331,2.10188,0.41182,21,188
76,106,1059.27,1064.54,0.68309,0.69581,8.03371,7.98565,2.41541,0.42211,21,190
77,106,1072.53,1077.84,0.68391,0.69563,8.0431,8.00814,2.20764,0.42616,21,190
78,106,1085.81,1091.08,0.68619,0.6954,7.79373,8.05908,1.74811,0.41772,21,189
79,106,1099.08,1104.3,0.68412,0.69648,7.97239,7.93041,2.36366,0.41506,21,191
80,106,1112.28,1117.58,0.68386,0.69517,8.03744,8.00583,2.13089,0.42514,21,189
81,106,1125.56,1130.86,0.68728,0.69515,7.76091,8.07479,1.48146,0.41964,21,189
82,106,1138.83,1144.02,0.685,0.69512,7.94325,7.92641,1.95063,0.41181,21,189
83,106,1152.02,1157.33,0.68434,0.69629,8.03369,7.9941,2.25333,0.42553,21,190
84,106,1165.29,1170.6,0.68704,0.69552,7.79316,8.07264,1.59686,0.42123,21,189
85,106,1178.57,1183.8,0.68478,0.69567,7.95971,7.93079,2.08315,0.41553,21,190
86,106,1218.25,1223.44,0.68509,0.69411,7.73474,7.99964,1.73529,0.4083,21,187
87,106,1231.44,1236.67,0.68328,0.69534,7.96628,7.92413,2.30595,0.41553,21,189
88,106,1244.64,1249.94,0.68666,0.69529,7.77551,8.07249,1.62484,0.41997,21,189
89,106,1257.91,1263.14,0.68661,0.69516,7.70202,8.0092,1.63417,0.41084,21,189
90,106,1271.12,1276.31,0.68456,0.69623,7.95086,7.91698,2.24765,0.41177,21,190
91,106,1284.31,1289.61,0.68469,0.69685,8.03712,7.99306,2.29232,0.42479,21,191
92,106,1297.59,1302.9,0.68556,0.69421,7.81583,8.08823,1.629,0.42225,21,187
93,106,1310.87,1316.07,0.68615,0.6948,7.71867,7.993,1.66528,0.4085,21,188
94,106,1324.07,1329.27,0.6841,0.69627,7.95938,7.89014,2.3395,0.41208,21,190
95,106,1337.27,1342.61,0.68493,0.69592,8.0703,8.04647,2.05725,0.43031,21,190
96,106,1350.59,1355.86,0.68919,0.69355,7.70596,8.08311,0.82688,0.41604,21,187
97,106,1363.86,1369.04,0.68546,0.69512,7.92924,7.90824,1.86189,0.41019,21,189
98,106,1377.04,1382.34,0.68492,0.69622,8.03498,8.00052,2.13084,0.42494,21,190
99,106,1390.32,1395.63,0.68675,0.6962,7.80536,8.06038,1.78079,0.42123,21,190
100,106,1403.6,1408.83,0.68502,0.69705,7.9725,7.93527,2.29917,0.41598,21,192
101,106,1416.81,1422.12,0.68537,0.69749,8.03323,7.99802,2.28409,0.42562,21,192
102,106,1430.1,1435.41,0.68688,0.69736,7.80891,8.06386,1.97481,0.42142,21,192
103,106,1443.38,1448.61,0.6852,0.69807,7.97398,7.92756,2.46267,0.41582,21,193
104,106,1456.61,1461.91,0.68538,0.69633,8.04578,8.01521,2.06323,0.42561,21,191
105,106,1469.9,1475.21,0.68546,0.69694,8.03031,7.99404,2.1644,0.42544,21,191
106,106,1496.47,1501.7,0.68562,0.69763,7.96804,7.9324,2.29724,0.41579,21,192
107,106,1509.69,1515,0.68606,0.69817,8.04003,7.99707,2.28299,0.42578,21,193
108,106,1536.29,1541.52,0.68941,0.69657,7.71933,7.98683,1.36818,0.41071,21,191
109,106,1549.51,1554.78,0.68654,0.69853,7.97634,7.93969,2.27672,0.41938,21,194
110,106,1562.75,1568.06,0.69221,0.69578,7.71727,8.11317,0.67271,0.42029,21,190
111,106,1576.06,1581.24,0.68664,0.69802,7.93348,7.90187,2.19366,0.41013,21,193
112,106,1589.24,1594.55,0.68709,0.69716,8.0224,7.99871,1.89719,0.42536,21,192
113,106,1602.53,1607.84,0.68861,0.69754,7.79406,8.05334,1.68215,0.42074,21,192
114,106,1615.82,1621.05,0.6881,0.69759,7.74066,7.99479,1.81477,0.41148,21,192
115,106,1629.05,1634.32,0.68598,0.69783,7.98723,7.94416,2.25087,0.41979,21,193
116,106,1642.29,1647.6,0.68841,0.69692,7.80511,8.06756,1.603,0.42141,21,191
117,106,1655.59,1660.82,0.68627,0.69845,7.96587,7.92938,2.32769,0.41566,21,194
118,106,1668.81,1674.12,0.68684,0.69848,8.03036,7.99648,2.19509,0.42551,21,194
119,106,1682.12,1687.42,0.68681,0.69873,8.03933,7.99693,2.24778,0.42496,21,194
120,106,1695.43,1700.77,0.68619,0.69861,8.04323,7.98735,2.32564,0.42801,21,194
121,106,1708.74,1714.09,0.68894,0.69785,7.82431,8.08525,1.66736,0.42558,21,193
122,106,1722.06,1727.3,0.68858,0.69794,7.73784,8.00669,1.78916,0.4125,21,193
123,106,1735.29,1740.53,0.68636,0.69876,7.97044,7.92826,2.37085,0.41654,21,194
124,106,1748.52,1753.84,0.68721,0.6978,8.02648,7.96951,1.99193,0.42549,21,193
125,106,1761.82,1767.17,0.68918,0.69786,7.83137,8.07467,1.62393,0.42548,21,193
126,106,1775.16,1780.43,0.6885,0.69763,7.76151,8.01801,1.73276,0.41579,21,192
127,106,1788.41,1793.68,0.68993,0.69794,7.7051,8.01325,1.52071,0.41417,21,193
128,106,1801.65,1806.88,0.68917,0.69813,7.72316,7.98286,1.71238,0.41071,21,193
129,106,1814.87,1820.14,0.68971,0.69804,7.72953,8.00153,1.58027,0.41451,21,193
130,106,1828.11,1833.38,0.68743,0.69912,7.96749,7.90425,2.21881,0.41822,21,195
131,106,1841.35,1846.69,0.68947,0.69821,7.84555,8.06888,1.63524,0.42491,21,193
132,106,1854.69,1859.96,0.68687,0.70024,8.01191,7.95225,2.53802,0.42065,21,196
133,106,1867.96,1873.3,0.68686,0.69969,8.05463,8.00405,2.40185,0.42876,21,195
134,106,1881.28,1886.63,0.689,0.69874,7.79169,8.07732,1.82163,0.42449,21,194
135,106,1894.6,1899.83,0.6874,0.69691,7.95764,7.94761,1.81818,0.41592,21,191
136,106,1907.83,1913.14,0.68658,0.6984,8.02902,7.98588,2.22736,0.42519,21,194
137,106,1921.12,1926.43,0.68937,0.69762,7.77872,8.05365,1.5556,0.42034,21,192
138,106,1934.43,1939.69,0.6868,0.69888,7.98134,7.92227,2.29417,0.41826,21,194
139,106,1947.67,1953.02,0.68901,0.69834,7.83338,8.06544,1.74407,0.42529,21,193
140,106,1961.01,1966.27,0.68989,0.6978,7.75837,8.0287,1.50091,0.4152,21,193
141,106,1974.26,1979.5,0.69045,0.69747,7.71387,8.00053,1.34293,0.41171,21,192
142,106,1987.49,1992.72,0.68734,0.70002,7.95735,7.89971,2.42522,0.41466,21,196
143,106,2000.72,2006.07,0.68832,0.69948,8.05586,8.02907,2.08723,0.43027,21,195
144,106,2014.07,2019.41,0.68832,0.69975,8.02616,7.99519,2.1386,0.42777,21,196
145,106,2027.37,2032.72,0.69171,0.69913,7.75857,8.0828,1.38731,0.42375,21,195
146,106,2040.69,2045.92,0.68741,0.69821,7.95019,7.92462,2.06439,0.41512,21,193
147,106,2053.91,2059.23,0.68909,0.69858,7.807,8.03168,1.78533,0.4213,21,194
148,106,2067.21,2072.48,0.69009,0.69811,7.75369,8.04029,1.52178,0.41617,21,193
149,106,2080.48,2085.71,0.68807,0.69899,7.95193,7.91774,2.08855,0.41499,21,194
150,106,2093.71,2099.05,0.68758,0.69997,8.04061,7.99633,2.31688,0.42818,21,196
151,106,2107.03,2112.37,0.6922,0.69874,7.73954,8.09507,1.22337,0.42278,21,194
152,106,2120.35,2125.58,0.69068,0.69893,7.70665,7.97826,1.57787,0.41016,21,194
153,106,2133.56,2138.83,0.6901,0.6991,7.74106,7.99443,1.70825,0.41463,21,195
154,106,2146.8,2152.07,0.69115,0.69929,7.73684,8.00393,1.54494,0.41476,21,195
155,106,2160.05,2165.32,0.69156,0.69802,7.69728,8.01619,1.22634,0.41405,21,193
156,106,2173.3,2178.53,0.68988,0.7002,7.72209,7.96776,1.97223,0.41028,21,196
157,106,2186.52,2191.79,0.69127,0.69879,7.73695,8.01518,1.42625,0.41506,21,194
158,106,2199.78,2205.05,0.68851,0.70005,7.97094,7.92571,2.18935,0.41887,21,196
159,106,2252.83,2258.1,0.69164,0.69923,7.70408,8.00761,1.44186,0.414,21,195
160,106,2266.08,2271.35,0.6904,0.69886,7.74278,7.97957,1.60442,0.41428,21,194
161,106,2279.33,2284.6,0.6932,0.69843,7.6744,8.04268,0.99143,0.41414,21,194
162,106,2292.6,2297.83,0.68729,0.70042,7.96157,7.90366,2.51226,0.41487,21,196
163,106,2305.82,2311.16,0.68699,0.70016,8.06063,8.00014,2.46517,0.42882,21,196
164,106,2319.15,2324.5,0.6902,0.69937,7.79169,8.07951,1.71435,0.42455,21,195
165,106,2332.48,2337.75,0.69036,0.69849,7.73542,7.99747,1.54259,0.41456,21,194
166,106,2345.72,2350.99,0.68979,0.69862,7.7462,8.00376,1.67574,0.41501,21,194
167,106,2358.96,2364.23,0.69131,0.69855,7.69823,8.00931,1.37361,0.41389,21,194
168,106,2372.2,2377.43,0.68952,0.69883,7.72962,7.9835,1.78005,0.41089,21,194
169,106,2385.43,2390.7,0.6876,0.7,7.97378,7.9143,2.3534,0.41865,21,196
170,106,2398.68,2404.03,0.68936,0.70021,7.84262,8.05329,2.02925,0.42521,21,196
171,106,2412.03,2417.33,0.68765,0.69933,8.01336,7.97561,2.2031,0.4237,21,195
172,106,2425.31,2430.66,0.69062,0.69824,7.77247,8.07879,1.42408,0.42402,21,193
173,106,2438.62,2443.85,0.68757,0.69946,7.95181,7.89212,2.27393,0.41431,21,195
174,106,2451.85,2457.19,0.68832,0.6999,8.05931,8.02289,2.16615,0.42939,21,196
175,106,2465.2,2470.54,0.68864,0.70013,8.02816,7.99364,2.15072,0.42778,21,196
176,106,2478.52,2483.86,0.69068,0.69897,7.81328,8.06212,1.55032,0.42387,21,194
177,106,2491.84,2497.13,0.68815,0.69925,7.99525,7.93914,2.09711,0.42146,21,195
178,106,2505.1,2510.45,0.6928,0.69784,7.75744,8.08903,0.94194,0.42389,21,193
179,106,2518.43,2523.66,0.6875,0.69979,7.9598,7.91035,2.35121,0.415,21,196
180,106,2531.66,2537,0.68748,0.69898,8.04893,8.00524,2.15136,0.42864,21,194
181,106,2544.98,2550.33,0.68916,0.69931,7.82795,8.05809,1.8994,0.42495,21,195
182,106,2558.31,2563.58,0.69184,0.69754,7.67859,8.02115,1.08041,0.41368,21,192
183,106,2571.57,2576.83,0.68954,0.69815,7.72887,7.98997,1.63506,0.4134,21,193
184,106,2584.8,2590.07,0.68971,0.69862,7.74646,8.00362,1.6911,0.41501,21,194
185,106,2598.05,2603.32,0.68783,0.69887,7.96124,7.92287,2.09481,0.41854,21,194
186,106,2611.29,2616.64,0.68981,0.69789,7.81774,8.07705,1.51174,0.42518,21,193
187,106,2624.62,2629.89,0.68976,0.69826,7.71234,8.00924,1.61234,0.41426,21,193
188,106,2637.86,2643.13,0.68862,0.6988,7.75081,7.98901,1.93267,0.41474,21,194
189,106,2651.09,2656.36,0.68728,0.69887,7.97395,7.93056,2.20102,0.41908,21,194
190,106,2664.34,2669.68,0.68815,0.69898,8.03749,8.00207,2.0268,0.42825,21,194
191,106,2677.66,2683.01,0.69037,0.6983,7.8009,8.05916,1.48268,0.42425,21,193
192,106,2690.98,2696.25,0.68936,0.69813,7.7555,8.0047,1.6646,0.41528,21,193
193,106,2704.23,2709.5,0.68886,0.69814,7.75043,8.00781,1.76,0.41522,21,193
194,106,2717.48,2722.75,0.68978,0.69813,7.70924,8.00969,1.58345,0.41419,21,193
195,106,2730.72,2735.95,0.68941,0.69844,7.73191,7.9919,1.72613,0.41117,21,194
196,106,2743.95,2749.22,0.68768,0.70012,7.96774,7.91732,2.36188,0.41857,21,196
197,106,2757.19,2762.54,0.69343,0.69772,7.73042,8.10518,0.80302,0.4236,21,193
198,106,2770.52,2775.75,0.6876,0.69971,7.94935,7.90079,2.31663,0.41448,21,195
199,106,2783.74,2789.09,0.69091,0.69844,7.81257,8.04436,1.40779,0.42417,21,194
200,106,2797.06,2802.37,0.69016,0.69924,7.76921,8.01748,1.70929,0.41913,21,195
201,106,2810.34,2815.61,0.68991,0.69934,7.74846,7.99448,1.78976,0.41482,21,195
202,106,2823.59,2828.86,0.68896,0.69931,7.98351,7.95233,1.96434,0.4199,21,195
203,106,2836.86,2842.2,0.68809,0.70046,8.03642,7.98607,2.316,0.4278,21,197
204,106,2850.17,2855.52,0.69173,0.6986,7.78047,8.06732,1.28535,0.42392,21,194
205,106,2863.5,2868.77,0.69023,0.69898,7.75357,8.01272,1.66135,0.41544,21,194
206,106,2876.76,2882.03,0.69117,0.69843,7.72833,7.9959,1.37897,0.41433,21,194
207,106,2890,2895.27,0.6886,0.69989,7.96602,7.92436,2.14305,0.41871,21,196
208,106,2903.25,2908.6,0.68999,0.69837,7.84256,8.07189,1.56695,0.42571,21,194
209,106,2916.58,2921.85,0.69017,0.69816,7.7211,8.0183,1.51519,0.41473,21,193
210,106,2929.83,2935.06,0.69071,0.69816,7.71756,7.98909,1.42517,0.41072,21,193
211,106,2943.07,2948.33,0.68763,0.69918,7.97561,7.93052,2.19249,0.41833,21,195
212,106,2956.31,2961.66,0.69075,0.69903,7.77874,8.07416,1.54722,0.42406,21,194
213,106,2969.63,2974.9,0.68713,0.69988,7.96949,7.91653,2.42181,0.41859,21,196
214,106,2982.87,2988.23,0.69007,0.69901,7.82226,8.0573,1.67024,0.42557,21,194

0,107,0,4.14,0.61645,0.63176,7.42795,7.34531,3.69868,0.3058,21,97
1,107,12.1,16.78,0.62179,0.63733,8.03404,7.94195,3.31767,0.37383,21,105
2,107,24.78,29.54,0.62525,0.64089,8.05561,7.97672,3.28404,0.38156,21,110
3,107,37.52,42.28,0.62933,0.6434,8.03892,7.94697,2.95544,0.38046,21,114
4,107,50.28,55.11,0.63221,0.64566,8.06679,7.99993,2.78017,0.38801,21,117
5,107,63.09,67.92,0.63403,0.64837,8.05385,7.97948,2.96554,0.3872,21,121
6,107,75.89,80.73,0.63641,0.65041,8.05045,7.98194,2.89349,0.38798,26,124
7,107,88.73,93.6,0.63863,0.65211,8.0451,7.98841,2.76325,0.39041,26,126
8,107,101.57,106.45,0.63985,0.65478,8.03911,7.95512,3.06194,0.39025,26,130
9,107,114.43,119.35,0.64175,0.6553,8.07419,8.0122,2.75733,0.39572,26,131
10,107,127.34,132.25,0.64378,0.6569,8.03681,7.98307,2.66853,0.39328,26,133
11,107,153.13,158.09,0.64623,0.66025,8.05051,7.99103,2.83027,0.39783,26,138
12,107,166.06,171.01,0.65238,0.6599,7.71298,8.09661,1.51833,0.39128,26,138
13,107,191.83,196.7,0.65081,0.66359,7.93659,7.87511,2.62064,0.38501,26,143
14,107,204.68,209.68,0.65199,0.66479,8.05622,8.01277,2.56328,0.40172,26,145
15,107,230.63,235.63,0.65812,0.66582,7.72232,8.0931,1.54084,0.39538,26,146
16,107,243.62,248.54,0.65588,0.66743,7.93097,7.89997,2.34984,0.38944,26,149
17,107,256.52,261.51,0.66052,0.6676,7.71151,8.05896,1.41635,0.39347,26,149
18,107,282.45,287.52,0.65826,0.67085,8.05243,8.01194,2.48331,0.40723,26,154
19,107,295.48,300.52,0.65966,0.67272,8.03001,7.97797,2.59538,0.4034,26,156
20,107,308.51,313.58,0.65988,0.67351,8.05429,7.99639,2.68801,0.40688,26,157
21,107,321.56,326.63,0.66196,0.67384,8.03514,7.99906,2.34294,0.40646,26,158
22,107,334.62,339.69,0.66255,0.6748,8.02846,7.98726,2.41365,0.40599,26,159
23,107,347.68,352.75,0.66295,0.67597,8.04252,7.9914,2.5672,0.40646,26,161
24,107,360.75,365.85,0.66409,0.67712,8.04021,7.98864,2.55,0.40873,26,163
25,107,373.82,378.93,0.66481,0.6777,8.03858,7.98066,2.52226,0.40929,26,164
26,107,386.91,392.02,0.66981,0.67744,7.74038,8.09326,1.49144,0.40454,26,163
27,107,413.03,418.18,0.67123,0.67875,7.73998,8.09115,1.46027,0.40765,26,165
28,107,426.15,431.18,0.66776,0.68083,7.95103,7.89331,2.59697,0.39848,26,168
29,107,439.17,444.3,0.66857,0.68179,8.04779,7.99257,2.5752,0.41143,26,169
30,107,452.3,457.45,0.66986,0.68233,8.04149,7.98932,2.42311,0.41279,26,170
31,107,465.45,470.63,0.67005,0.68313,8.05643,8.00157,2.52286,0.4159,26,171
32,107,478.6,483.75,0.6744,0.6825,7.75181,8.08938,1.57296,0.40791,26,171
33,107,491.75,496.82,0.67218,0.68357,7.94318,7.90749,2.24668,0.40181,26,172
34,107,504.8,509.99,0.67165,0.68614,8.04994,7.97959,2.79429,0.41596,26,176
35,107,517.96,523.14,0.67337,0.68609,8.04645,8.0039,2.45209,0.4157,26,176
36,107,531.14,536.32,0.6743,0.68655,8.03825,8.00084,2.36283,0.41541,26,176
37,107,544.31,549.5,0.67888,0.68572,7.72661,8.0785,1.31801,0.41014,26,175
38,107,557.48,562.6,0.6787,0.68744,7.64953,7.96023,1.707,0.39961,26,178
39,107,570.57,575.72,0.67983,0.6878,7.6753,8.00244,1.54636,0.4037,26,178
40,107,583.7,588.85,0.6809,0.6877,7.67093,8.0189,1.32206,0.40401,26,178
41,107,596.82,601.94,0.67701,0.68978,7.95315,7.88948,2.4964,0.40557,26,181
42,107,609.93,615.16,0.67807,0.69055,8.03615,7.99858,2.38927,0.4193,26,182
43,107,623.16,628.38,0.67892,0.69065,8.04573,8.00949,2.24629,0.41904,26,182
44,107,636.38,641.61,0.67861,0.69108,8.0233,7.97823,2.38694,0.41844,26,183
45,107,649.61,654.87,0.68036,0.69192,8.0442,8.00053,2.19625,0.42197,26,184
46,107,662.85,668.11,0.68425,0.69122,7.75019,8.08431,1.32368,0.41644,26,183
47,107,676.09,681.24,0.67788,0.68697,7.74193,8.02412,1.7643,0.40597,26,177
48,107,689.24,694.38,0.67559,0.68664,7.97917,7.94131,2.14586,0.40915,26,177
49,107,702.36,707.55,0.67499,0.68725,8.04493,7.9913,2.36378,0.41614,26,177
50,107,715.55,720.78,0.67533,0.68832,8.04113,7.97845,2.48632,0.41891,26,179
51,107,728.75,733.98,0.68044,0.68719,7.76765,8.10313,1.29196,0.41502,26,177
52,107,741.97,747.09,0.67766,0.68926,7.93691,7.88554,2.26756,0.40505,26,180
53,107,781.54,786.77,0.67884,0.6905,8.03114,7.99368,2.23141,0.41904,26,182
54,107,794.76,799.98,0.6788,0.69189,8.03944,7.98482,2.50366,0.41823,26,184
55,107,807.98,813.24,0.68056,0.69197,8.04076,7.99867,2.16714,0.42183,26,184
56,107,821.22,826.48,0.68042,0.69255,8.04179,7.99123,2.30344,0.42166,26,185
57,107,834.46,839.72,0.68072,0.69435,8.04168,7.98208,2.58954,0.42142,26,188
58,107,847.7,852.97,0.68519,0.69243,7.7639,8.10386,1.37543,0.41811,26,185
59,107,860.97,866.15,0.68224,0.69401,7.94929,7.90987,2.2695,0.41075,26,187
60,107,874.13,879.39,0.68748,0.69193,7.72576,8.09853,0.8461,0.41617,26,184
61,107,900.53,905.79,0.6826,0.69466,8.03645,7.98818,2.29178,0.42144,26,188
62,107,913.78,919.05,0.68704,0.69307,7.73978,8.078,1.14453,0.41679,26,186
63,107,927.05,932.23,0.68357,0.69456,7.96051,7.92997,2.11974,0.41156,26,188
64,107,940.23,945.5,0.68194,0.69441,8.05163,7.99819,2.36923,0.42291,26,188
65,107,953.49,958.76,0.68258,0.6947,8.04544,7.99997,2.30198,0.42279,26,188
66,107,966.75,972.02,0.68141,0.69232,8.05699,8.01935,2.07158,0.42361,26,185
67,107,980.01,985.28,0.68017,0.69278,8.04667,7.99333,2.39625,0.42265,26,185
68,107,993.26,998.52,0.68536,0.69153,7.74302,8.08899,1.17276,0.41638,26,184
69,107,1006.5,1011.65,0.68487,0.69267,7.66415,7.98704,1.51388,0.40301,26,185
70,107,1019.66,1024.84,0.68163,0.69451,7.95674,7.90631,2.48138,0.41085,26,188
71,107,1032.82,1038.09,0.68442,0.69453,7.80308,8.05607,1.9187,0.41788,26,188
72,107,1046.09,1051.33,0.67828,0.6906,8.01924,7.92117,2.35085,0.41763,26,182
73,107,1059.3,1064.61,0.67865,0.69092,8.09962,8.04743,2.31204,0.4287,26,183
74,107,1072.59,1077.86,0.68176,0.69081,7.81015,8.06669,1.71741,0.41835,26,183
75,107,1085.83,1091.02,0.68287,0.69119,7.73575,8.00276,1.60344,0.40841,26,183
76,107,1112.17,1117.44,0.68329,0.69293,7.81005,8.05913,1.82829,0.41815,26,186
77,107,1125.43,1130.63,0.68381,0.69271,7.74869,7.97731,1.71068,0.40887,26,185
78,107,1138.62,1143.85,0.68164,0.69392,8.0033,7.95606,2.34999,0.41733,26,187
79,107,1151.84,1157.11,0.68323,0.69414,8.03535,7.9986,2.07043,0.42249,26,187
80,107,1165.11,1170.38,0.6829,0.69481,8.03971,7.99239,2.25907,0.42244,26,188
81,107,1178.38,1183.69,0.68364,0.69531,8.04013,7.99404,2.19698,0.4257,26,189
82,107,1191.66,1196.96,0.68768,0.69428,7.77216,8.08791,1.24496,0.42029,26,188
83,107,1204.94,1210.13,0.68812,0.694,7.64537,8.01415,1.13206,0.40636,26,187
84,107,1218.13,1223.32,0.68418,0.69675,7.9388,7.88838,2.42197,0.41071,26,191
85,107,1231.3,1236.6,0.68695,0.69568,7.81658,8.0785,1.64558,0.42121,26,190
86,107,1244.59,1249.82,0.68485,0.69627,7.97434,7.93775,2.18317,0.4161,26,190
87,107,1257.8,1263.11,0.68719,0.6964,7.79776,8.05483,1.73514,0.42088,26,191
88,107,1271.08,1276.31,0.6878,0.69585,7.73136,7.99307,1.53764,0.41119,26,190
89,107,1284.3,1289.53,0.68755,0.69599,7.7406,8.0117,1.61278,0.41192,26,190
90,107,1297.53,1302.76,0.68445,0.69649,7.97846,7.93117,2.3029,0.41603,26,191
91,107,1310.74,1316.05,0.6851,0.69682,8.04315,7.99493,2.20786,0.42581,26,191
92,107,1324.03,1329.34,0.6901,0.69478,7.7278,8.10687,0.88082,0.42041,26,188
93,107,1337.32,1342.51,0.68529,0.69665,7.94181,7.90019,2.19089,0.4111,26,191
94,107,1350.5,1355.82,0.68863,0.69584,7.78899,8.03377,1.35466,0.42088,26,190
95,107,1363.79,1369.06,0.68859,0.69528,7.69658,8.05208,1.26951,0.41497,26,189
96,107,1377.04,1382.23,0.68678,0.69623,7.71656,7.96136,1.82121,0.40684,26,190
97,107,1390.23,1395.5,0.68515,0.69709,7.9907,7.9399,2.26853,0.41977,26,192
98,107,1403.47,1408.78,0.68788,0.69639,7.80985,8.06703,1.60247,0.42153,26,191
99,107,1416.77,1422.01,0.68719,0.6959,7.75608,7.98204,1.66272,0.41233,26,190
100,107,1496.24,1501.51,0.68634,0.69763,7.96948,7.91571,2.14445,0.41857,26,192
101,107,1509.48,1514.82,0.68991,0.6969,7.79157,8.09445,1.30755,0.42415,26,191
102,107,1536.03,1541.26,0.68556,0.69746,7.96372,7.91345,2.27512,0.41518,26,192
103,107,1549.24,1554.55,0.68785,0.69753,7.81859,8.05919,1.82243,0.42155,26,192
104,107,1562.55,1567.82,0.68601,0.69828,7.99096,7.93665,2.32975,0.41969,26,193
105,107,1575.8,1581.14,0.68667,0.69799,8.04172,8.00024,2.11784,0.42832,26,193
106,107,1589.11,1594.46,0.68664,0.69826,8.04199,7.98804,2.17362,0.4288,26,193
107,107,1602.43,1607.77,0.68935,0.69685,7.82226,8.09101,1.40277,0.42488,26,191
108,107,1615.76,1620.98,0.68695,0.69757,7.96507,7.93578,2.03093,0.41501,26,192
109,107,1628.98,1634.29,0.68654,0.69826,8.03699,7.99165,2.21051,0.42556,26,193
110,107,1642.28,1647.6,0.68671,0.69845,8.04228,7.96217,2.20859,0.42571,26,194
